x1,x2,label
-0.06880396373507969,0.08528926941515325,1.0
-0.4269174957434312,0.1816665211380215,1.0
-0.9389995001219011,-0.9253036225015712,1.0
0.6452011213193165,-0.2796187171774742,-1.0
-0.7458789746962304,0.04448652010960874,1.0
0.5399871061972217,-0.5683579450063136,-1.0
0.2457809516380005,-0.829305070012464,-1.0
-0.8966365576627846,0.06270926313629599,1.0
0.08127024322021303,0.2748598029964131,1.0
0.4521826674453231,0.9517041589250692,1.0
0.03260069660239062,-0.35408705411750807,-1.0
0.5903723895374073,-0.45833549747585156,-1.0
-0.12205715858872779,-0.8430872373154681,-1.0
-0.949298513169085,0.9252968293558501,1.0
0.6719602410244117,0.39194841218739596,1.0
-0.18209411117146024,-0.6534113598583084,-1.0
-0.6871259146578279,-0.49951420367080934,1.0
0.09845332941224094,0.42919184540012467,1.0
0.32039475343546253,-0.4401322061081143,-1.0
0.9097305613263882,0.475793833391537,-1.0
0.10870810502280137,0.22344149246870448,1.0
-0.16079987514442018,-0.5045380209976851,-1.0
-0.2880546426974768,0.5156922209287382,1.0
-0.9712130227404883,-0.7678547189861675,1.0
-0.9079947159564945,-0.9185423953620597,1.0
0.7109211680220144,0.40731571876004735,1.0
-0.05165234182534961,-0.804331678697997,-1.0
-0.016768249766335286,-0.05305645843886864,1.0
-0.6535962601799696,-0.13229670152405393,1.0
-0.20299053120525312,0.23170019610443293,1.0
0.2701873017352876,-0.909391980455911,-1.0
-0.25077477074705756,0.25171983142847276,1.0
0.006272517160175406,0.7129796823766446,1.0
0.31738726323789,-0.6741311458371406,-1.0
-0.8588625051991403,0.2848385564126312,1.0
-0.9469773789167564,0.1715511625469266,1.0
0.8804604828499152,0.1509483557517579,-1.0
-0.22366014758695618,0.28657643688470635,1.0
-0.08349421901696674,0.09123357863186987,1.0
0.8829296175530503,-0.2277947243984515,-1.0
0.9223811276478284,0.8107012839121275,1.0
-0.6084177304214071,-0.8612773982496691,1.0
-0.7984439972451467,-0.9635563486969005,1.0
-0.8111140784881432,0.3660135468327137,1.0
-0.857622703079542,-0.3620487394124774,1.0
0.6897506219389091,-0.9534561285283483,-1.0
0.6289369651778716,-0.43629045045320014,-1.0
-0.7636703447566875,0.3934743307283013,1.0
0.257885693559768,0.7549440270541059,1.0
0.47014208760777154,0.6069618607696972,1.0
-0.43593085485738703,-0.6451209124405544,1.0
0.5012295032817167,0.613669478534528,1.0
0.9810102840013466,-0.17476464617714704,-1.0
-0.25596382841443366,0.5528259214839937,1.0
-0.3183929194939643,0.8615146512071294,1.0
0.7168255036860236,-0.1420119452499633,-1.0
0.5017421355829947,0.5090857481693647,1.0
-0.7937522623281348,0.8051058133591333,1.0
0.01050474489571429,0.6529149322154832,1.0
-0.3599007979387765,0.791046456992401,1.0
-0.22159664253167377,-0.9783246970394033,-1.0
0.8107639528385273,-0.8174266464277329,-1.0
-0.36137272481917027,0.9001239341016098,1.0
0.9012142938751122,0.14687577624657222,-1.0
0.26367442433959853,-0.10310895604336046,-1.0
-0.41357845660387094,-0.3426709092601681,1.0
0.34503691215407684,0.50474905887536,1.0
0.5831580874516971,0.5792362855891078,1.0
-0.8175877939026193,-0.01115939059483706,1.0
-0.8848824799667114,0.09905776464747107,1.0
-0.11693899725324597,0.7754083655165995,1.0
-0.2981699748958426,-0.7658659671447883,-1.0
-0.7140166358943283,0.5230212634349445,1.0
0.23643612663252211,-0.7977546477544195,-1.0
-0.8317863877700051,0.40193826291824,1.0
-0.854473987271613,0.6437201185807124,1.0
0.4124844543129924,-0.8373024387162005,-1.0
-0.8303245718296162,0.9732791570023509,1.0
-0.25145840848775936,-0.25871570586621817,1.0
0.6255991345150052,0.8944971547677174,1.0
0.9720021276457418,0.5067563705178832,-1.0
-0.24748082893816847,-0.8329985666026625,-1.0
0.5542938318548736,0.1168084994716101,-1.0
-0.15155598150604743,0.812708770189472,1.0
-0.7776050353876973,-0.0147497914182817,1.0
-0.9772927104651619,-0.06267871601174746,1.0
-0.8873934486363253,-0.7623641674638562,1.0
-0.7649475064457902,0.29842060423212713,1.0
0.4920897585308466,0.16673753019431925,1.0
0.9243450969490838,-0.2502588409525919,-1.0
-0.42857582743627853,0.7371982563789206,1.0
-0.5528083229610947,0.9264450788812226,1.0
-0.9756910506203673,0.9397576534152781,1.0
-0.9136801760988478,0.7822862273961422,1.0
0.055402218172599715,0.9859295922386007,1.0
-0.8524068705292023,0.10770856880264157,1.0
0.9386050712381979,0.046195688340297636,-1.0
0.25879727627052507,0.39149737796923434,1.0
-0.09091787046445354,0.2551161601681269,1.0
0.16862862384620048,0.802316020981978,1.0
-0.9091072393170843,-0.43807362081553936,1.0
0.9008229681531175,0.7805275677818326,1.0
-0.08868649442857413,0.24026519560307347,1.0
-0.44523763403773464,-0.6237576805524774,1.0
-0.07260319012003569,-0.29329554394789437,1.0
0.16731222370174414,-0.8445307260700303,-1.0
0.948789615332333,0.9724214889592058,1.0
0.3963234280394903,0.07219273268824078,1.0
-0.3809447674273445,0.6275900394138973,1.0
0.36946234510775855,-0.6747661213102174,-1.0
0.8218543689876849,0.645074485846338,1.0
0.8995998265838481,0.45143901677671994,-1.0
0.22683039187157972,-0.16351392741876225,-1.0
0.8654569667080265,0.7321277790008167,1.0
-0.9095626597876212,-0.947266051005496,1.0
-0.2470732662439008,0.6211066615636658,1.0
0.9745522586298889,-0.6991662177929436,-1.0
0.18826143070427026,-0.23821828673795697,-1.0
0.9398287956292064,0.6842378462714174,1.0
0.6766574094222757,-0.06261368041005944,-1.0
-0.17036099532466964,-0.45318585613858753,1.0
-0.8872490066981458,0.7294447525101064,1.0
0.6258020182601551,0.9994353465722612,1.0
0.9932736741478108,0.11086341120525489,-1.0
0.537974830361021,0.889531459764856,1.0
0.6992947813548229,-0.5053037965136047,-1.0
-0.09891172937981296,-0.74168116969701,-1.0
0.9081020545174447,0.2123492689017601,-1.0
-0.5427143889930746,0.34340136881171346,1.0
0.23625648091579166,-0.283674563934319,-1.0
-0.772884815600742,0.3431463911855992,1.0
0.040615401807586604,0.5446367834712786,1.0
0.040327002223986774,0.7043630006370802,1.0
0.10381367754897108,0.12187594307077254,1.0
0.75330720531669,-0.19303426757520592,-1.0
-0.7319695430987185,-0.942434647373322,1.0
0.510274511347238,0.24061910270692932,1.0
0.40815953619844714,-0.5740716769821785,-1.0
-0.7272570488264605,-0.9709106686642361,1.0
-0.29882488238680605,0.17983537370926617,1.0
-0.21551190980053536,-0.12505015595254187,1.0
0.8083173889874968,-0.3034890659533993,-1.0
0.027978978319621595,0.5673060254822861,1.0
-0.20691443535745968,0.24417340045574698,1.0
0.7247274174934903,0.8990412473152842,1.0
-0.7058530381419241,0.8531752503229888,1.0
-0.015767413840923616,-0.4835112234020833,-1.0
-0.08172848752347739,0.9600651505709541,1.0
-0.014763812014260802,-0.3424967794249836,1.0
0.26680170863345154,-0.5197087624436139,-1.0
-0.8482733437826722,-0.7422405561787015,1.0
-0.7439083220844551,-0.6961946129754113,1.0
